Gene_id,CTRL1,CTRL2,CTRL3,EVE1,EVE2,EVE3,description
TC033967,1243,1014,1199,586,1443,1949,None
TC033968,1,0,0,0,0,0,None
TC033969,1,7,9,1,15,10,None
TC005999,3166,3332,3261,3480,3295,3419,None
TC006147,6617,6989,6829,7734,7073,8086,None
TC006148,3171,3414,3390,3755,3813,4401,Mitochondrial import inner membrane translocase subunit TIM50-C-like Protein 
TC031272,43,60,50,51,59,68,None
TC005998,0,3,1,0,2,7,None
TC005997,4,10,5,5,3,12,Tektin-4-like Protein 
TC033970,2,4,5,6,4,9,Rhomboid-like protein 
TC033971,1423,1538,1428,1271,1358,1187,Putative ribonuclease ZC3H12C-like Protein 
TC031234,5,3,3,6,3,5,None
TC006152,4673,4917,4837,4718,4748,4614,Wiskott-Aldrich syndrome protein family member 3-like Protein 
TC005996,3418,3396,3590,3777,3697,3895,U6 snRNA-associated Sm-like protein LSm3 
TC033972,555,523,611,792,809,1037,None
TC033973,89,87,109,126,145,163,E3 ubiquitin-protein ligase 
TC033974,8,16,18,20,22,26,Toll-like receptor 2 
TC005995,439,458,374,379,415,551,Calpain-B-like Protein 
TC006155,0,0,0,0,0,2,None
TC006156,0,2,0,0,0,0,None
TC005994,183,159,168,91,187,283,None
TC006157,7,3,4,0,1,4,None
TC006158,1,1,2,1,0,1,None
TC033975,4,3,1,1,1,3,None
TC033976,21,14,11,29,28,31,None
TC033977,196,171,176,122,176,193,"Protein msta, isoform A-like Protein "
TC006159,7,13,20,16,22,24,"Protein msta, isoform A-like Protein "
TC006160,1353,1255,1384,1131,1099,1079,None
TC005991,780,752,827,933,827,865,Protein aveugle-like Protein 
TC033978,8193,8671,8546,8782,9202,9365,Protein transport protein Sec31A-like Protein 
TC006161,141,169,121,117,124,139,SID1 transmembrane family member 1-like Protein 
TC006162,12621,12429,13561,12916,13081,13163,Myeloid leukemia factor-like Protein 
TC005988,2833,2648,2870,3019,3094,3502,UPF0454 protein C12orf49 homolog-like Protein 
TC006163,1837,1779,1895,2110,1943,1887,"Peptidyl-tRNA hydrolase ICT1, mitochondrial-like Protein "
TC005987,17044,17282,17541,18335,18344,19297,Putative RNA-binding protein Luc7-like 2 
TC005986,260,222,255,303,276,276,Putative isoaspartyl peptidase/L-asparaginase CG7860-like Protein 
TC005985,36,58,41,43,28,64,Putative isoaspartyl peptidase/L-asparaginase CG7860-like Protein 
TC006164,1942,1966,2045,2283,2000,2360,PEST proteolytic signal-containing nuclear protein-like Protein 
TC005984,43869,41807,46097,49887,48309,50345,40S ribosomal protein S26 
TC006165,92,94,82,132,129,205,None
TC005983,602,591,549,644,792,1123,None
TC006166,1820,1984,1993,2012,1781,2018,5-methylcytosine rRNA methyltransferase NSUN4-like Protein 
TC006167,1068,1198,1185,1305,1189,1371,None
TC005982,123,54,140,98,130,140,Putative inorganic phosphate cotransporter-like Protein 
TC005981,766,759,797,827,795,886,"ADP,ATP carrier protein-like Protein "
TC006168,5364,5569,5833,5724,5578,5602,"Transcription factor A, mitochondrial-like Protein "
TC033979,1435,1430,1476,1681,1498,1510,None
TC006169,558,550,484,537,358,382,Stimulator of interferon genes protein-like Protein 
TC006170,21296,18681,21471,19168,19646,18405,Glyceraldehyde-3-phosphate dehydrogenase 
TC006171,12,15,6,6,15,21,None
TC006172,20,19,27,24,10,23,Aquaporin-11-like Protein 
TC033980,5905,6602,6428,6547,6358,6406,Protein kinase C iota type-like Protein 
TC033981,794,858,836,971,1027,1030,None
TC006173,7877,7980,8274,8182,8401,7960,ATP-dependent RNA helicase p62-like Protein 
TC006174,215,208,258,260,275,306,Endothelin-converting enzyme 2-like Protein 
TC005977,3471,3520,3721,3962,3630,3877,Partner of Y14 and mago-like Protein 
TC005976,968,971,991,1170,1099,754,Serine protease P66 
TC006175,0,1,0,1,1,0,None
TC006176,2,6,1,2,0,4,None
TC034820,9,6,12,3,7,10,None
TC006177,2,1,3,4,4,2,None
TC033982,2,2,5,2,6,1,None
TC006178,0,0,0,1,2,1,None
TC006179,0,0,0,0,0,0,Transposable element Tc1 transposase-like Protein 
TC005973,1870,1851,2042,2061,1941,1772,None
TC005972,4005,4008,4238,4040,4136,3576,Ring canal kelch protein-like Protein 
TC006180,1297,1267,1195,1392,1196,1297,Erlin-1-like Protein 
TC005971,3,4,3,5,6,5,None
TC006181,43,62,44,46,63,72,None
TC033983,2,2,1,0,2,2,None
TC005970,0,0,0,0,0,0,None
TC005969,0,0,0,0,0,0,None
TC005968,1,0,1,0,1,3,"Protein msta, isoform A-like Protein "
TC006184,0,0,0,0,0,0,None
TC005967,3872,4150,4043,4979,4187,5029,None
TC005966,525,510,523,403,353,381,None
TC030051,2228,2163,2552,2056,2651,2203,Inositol-3-phosphate synthase 
TC006185,2349,2266,2423,2581,2399,2705,"NADH dehydrogenase  iron-sulfur protein 7, mitochondrial-like Protein "
TC033984,3355,3613,3459,2934,3368,3246,None
TC034821,1811,1815,1766,1850,1996,1943,None
TC005962,0,0,0,0,0,2,None
TC006187,1498,1725,1596,1897,1718,1767,None
TC006188,5846,6549,6160,6371,6822,6570,DNA-directed RNA polymerase 
TC006189,14228,13228,14877,15354,15469,15394,None
TC033986,1,1,1,0,1,0,None
TC031273,1,0,1,4,1,1,None
TC005961,1750,1805,1948,1619,1788,1559,UPF0047 protein YjbQ-like Protein 
TC006190,5,3,3,4,4,1,None
TC006191,12587,12259,13552,13503,12768,12736,SUMO-conjugating enzyme 
TC006192,71,99,61,73,86,162,Putative inorganic phosphate cotransporter-like Protein 
TC005959,1552,1619,1658,1947,1590,1789,Arginyl-tRNA--protein transferase 1-like Protein 
TC033987,115,61,71,71,170,101,None
TC033988,414,436,428,433,294,306,None
TC005958,0,0,0,0,0,0,None
TC033989,0,1,2,1,3,1,None
TC033990,219,161,186,131,208,200,None
TC033991,1,1,2,2,4,8,None
TC033992,11,7,11,8,5,6,None
TC006198,1645,1679,1736,1777,1653,1824,Mediator of RNA polymerase II transcription subunit 30-like Protein 
TC005957,0,0,0,0,0,0,None
TC005956,9,12,5,11,23,10,Cathepsin B 
TC005955,1,0,4,2,6,3,Cathepsin B 
TC005954,59,45,41,29,74,68,Cathepsin B 
TC005953,3,2,8,3,5,6,Cathepsin B 
TC006199,3357,3219,3494,3404,3458,3643,Pre-mRNA-splicing factor Syf2-like Protein 
TC005952,2786,2949,2958,3795,3136,3379,Tab2 
TC006201,461,367,412,287,421,389,Brefeldin A-inhibited guanine nucleotide-exchange protein 3-like Protein 
TC006202,14,8,19,9,15,16,None
TC005951,696,854,724,929,1181,1170,DnaJ homolog subfamily C member 28-like Protein 
TC006203,4341,4564,4646,3897,4448,3957,Ubiquitin carboxyl-terminal hydrolase 43-like Protein 
TC033993,5123,4938,5043,4110,5112,4585,Protein tweety homolog 
TC033994,1672,1673,1739,1569,1708,1625,None
TC006205,1616,1598,1685,1772,1636,1668,B9 domain-containing protein 1-like Protein 
TC005950,0,0,1,5,1,7,None
TC005949,7037,7756,7097,7409,6716,6868,E3 ubiquitin-protein ligase UBR3-like Protein 
TC006206,9,14,25,12,11,10,None
TC006207,23,28,19,10,16,12,None
TC006208,421,355,385,401,516,625,None
TC006209,7184,6920,6992,7005,7990,7142,None
TC033995,2717,3177,2891,2387,2708,2632,E3 ubiquitin-protein ligase UBR3-like Protein 
TC006210,8659,9008,9151,10298,9836,10294,Putative ATP-dependent RNA helicase Dbp45A-like Protein 
TC005946,467,483,474,456,393,526,None
TC006211,1915,2102,2008,2085,1936,2112,Pachytene checkpoint protein 2 homolog-like Protein 
TC033996,4807,4725,4723,4570,4797,5002,General transcription factor 3C polypeptide 3-like Protein 
TC034822,1,0,0,0,0,1,None
TC005944,28,19,18,18,13,13,None
TC006212,0,0,0,0,0,0,None
TC006213,2775,3019,2850,2632,2942,2888,None
TC005943,836,916,871,1012,890,866,"ADP-ribose pyrophosphatase, mitochondrial-like Protein "
TC006214,371,356,373,306,301,337,None
TC006215,417,411,476,643,536,562,Glutathione S-transferase D6-like Protein 
TC006216,533,530,568,564,581,583,Neuferricin homolog-like Protein 
TC005942,0,0,0,0,0,0,None
TC005941,119,126,92,147,140,225,None
TC030608,483,457,422,377,832,722,None
TC033997,527,520,577,936,960,801,None
TC030639,982,878,925,1111,1002,1033,Monocyte to macrophage differentiation factor 2-like Protein 
TC006217,8955,9555,9616,11311,10545,10279,WD repeat domain phosphoinositide-interacting protein 2-like Protein 
TC005939,58,77,60,81,33,62,None
TC005938,2040,2096,2183,2254,2217,2416,Nuclear protein localization protein 4 homolog-like Protein 
TC006218,8332,8686,8773,8369,8403,7897,None
TC005937,4202,4198,4382,4474,4617,4629,Nuclear protein localization protein 4 homolog-like Protein 
TC006219,2410,2550,2483,3302,2566,3290,None
TC005936,2,0,0,0,0,0,None
TC031274,0,0,0,0,0,0,None
TC033998,8,9,4,8,10,9,Putative sodium-dependent multivitamin transporter-like Protein 
TC006222,2563,3180,3102,4115,3381,3774,None
TC005934,1904,1925,2022,1873,1624,1793,Deoxynucleoside kinase-like Protein 
TC006223,695,820,789,866,738,737,Platelet-activating factor acetylhydrolase-like Protein 
TC005933,31,29,28,27,45,51,WD repeat-containing protein 65-like Protein 
TC005932,56,55,61,35,55,56,Sodium/potassium-transporting ATPase subunit alpha 
TC005931,94,100,83,129,123,113,Ankyrin repeat domain-containing protein 40-like Protein 
TC006224,613,541,660,439,413,357,None
TC005930,5417,5522,5565,6421,5815,6755,Ribosomal L1 domain-containing protein CG13096-like Protein 
TC005929,6,9,6,4,2,6,Alpha-tocopherol transfer protein-like 
TC005928,13406,13679,13970,17086,15294,14084,"Enoyl-CoA hydratase, mitochondrial-like Protein "
TC006225,1,0,0,3,1,4,None
ENSRNA022735693,0,0,0,0,0,0,tRNA-Gly for anticodon UCC
TC005927,38,47,39,35,57,35,Protein yellow-like Protein 
TC006226,100,100,98,95,145,107,Protein yellow-like Protein 
TC006227,257,331,335,258,370,394,Protein yellow-like Protein 
ENSRNA022735998,1,0,2,1,0,1,tRNA-Gly for anticodon UCC
TC033999,8,5,10,6,7,9,None
TC006229,1879,1873,2141,1701,3881,2583,Protein yellow-like Protein 
TC034000,4,10,3,4,10,28,None
TC005925,7,13,4,8,18,14,Serine protease H65 
TC006230,162,159,178,143,182,157,Protein yellow-like Protein 
TC006231,1377,1310,1161,1408,900,1003,Cytochrome b5-related protein-like Protein 
TC006232,2149,2013,2336,2570,3066,2449,Cytochrome b5-related protein-like Protein 
TC034001,799,917,664,708,514,844,"Myosin heavy chain, muscle-like Protein "
TC034002,246,253,201,170,153,234,"Myosin heavy chain, muscle-like Protein "
TC006233,2,1,1,0,0,0,None
TC006235,1059,1182,1191,1153,1058,1289,None
TC006234,0,0,0,0,0,0,Nuclear nucleic acid-binding protein C1D-like Protein 
TC006236,4053,4403,4101,4152,3695,4072,"Hydroxyacylglutathione hydrolase, mitochondrial-like Protein "
TC005923,1148,1067,1049,1224,1119,1304,None
TC005922,4454,4858,4820,5001,4784,5262,None
TC034003,604,558,596,643,667,732,None
TC005921,1270,1248,1217,1426,1118,1222,None
TC006239,2113,2093,2264,2440,2244,2620,"Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyl diphosphate specific) "
TC006240,2184,1910,2005,2392,2197,1895,Ribonuclease UK114-like Protein 
TC006241,23,30,31,26,31,26,Carboxylic ester hydrolase 
TC034004,96,96,86,69,68,52,None
TC034005,3,3,3,4,2,1,None
TC005912,11,6,11,13,17,18,None
TC034823,0,1,1,0,3,1,None
TC034824,9,10,6,3,8,8,Gamma-glutamyltranspeptidase 1-like protein 
TC006244,178,180,182,173,209,301,None
TC005910,6694,7778,7104,7158,6524,7440,Kinase suppressor of Ras 2-like Protein 
TC005909,3698,4119,4017,4407,4147,4315,tRNA (Uracil-5-)-methyltransferase homolog A-like Protein 
TC006245,2966,2789,2966,3138,2892,3271,Transcription elongation factor SPT4 
TC034008,367,238,294,354,538,451,None
TC005908,42,38,44,36,45,13,Serine protease H64 
TC006246,18,22,21,33,46,6,Serine protease H70 
TC005907,0,0,1,0,0,0,Glucose dehydrogenase -like Protein 
TC006247,5,1,4,2,0,1,Serine protease 3-like Protein 
TC005906,0,0,2,1,2,0,Glucose dehydrogenase -like Protein 
TC031275,1484,1543,1406,1609,1485,1516,Centrosomal protein of 162 kDa-like Protein 
TC005905,191,203,298,842,452,168,Carboxypeptidase A 
TC005904,10,14,11,23,11,16,Carboxyopeptidase A 
TC005903,2188,2215,2312,2406,2189,2363,CDK5RAP1-like protein 
TC005902,13515,14482,14348,14936,14383,15283,Polypeptide N-acetylgalactosaminyltransferase 
TC006250,292,183,274,236,345,398,Defensin-like Protein 
TC030748,5138,5336,5232,5786,5110,5940,None
TC034009,1183,1216,1227,1221,1144,1306,Factor VIII intron 22 protein-like Protein 
TC006251,16,20,21,22,25,24,None
TC005900,35800,34186,37306,38919,39143,38861,Putative elongation factor 1-beta-like Protein 
TC006252,9501,9502,9804,10041,9853,10418,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like Protein "
TC006253,2422,2532,2398,2030,2066,2418,Kinesin-like protein unc-104 
TC034010,19531,15797,18335,20448,23717,12856,Lysozyme 1-like Protein 
TC034011,400,338,380,452,392,265,None
TC034012,3066,3313,3065,3194,2933,3537,Transmembrane channel-like protein 7 
ENSRNA022735991,1,4,1,5,3,3,tRNA-Gln for anticodon UUG
TC006255,11754,11466,10715,10636,14086,13873,Serpin peptidase inhibitor 24 
TC006256,1543,1716,1690,1672,1683,1806,Zinc finger and BTB domain-containing protein 48-like Protein 
TC006257,2128,2091,2037,2191,1951,2214,None
TC005896,2515,2350,2482,2516,2530,2634,POC1 centriolar protein homolog-like Protein 
TC005895,4115,3945,3945,3674,4428,4645,Myosin-IA-like Protein 
TC006258,1454,1409,1452,1548,1442,1611,None
TC006259,3156,3353,3074,3121,2937,3386,Protein vms-1-like Protein 
TC005894,1288,1400,1372,1494,1537,1503,None
TC006260,9661,9722,10370,11109,11088,10505,COP9 signalosome complex subunit 4-like Protein 
TC006261,1169,1276,1182,1253,1230,1249,Proton-coupled folate transporter-like Protein 
TC005893,12,16,10,9,13,19,None
TC006262,63,95,69,103,129,170,Pupal cuticle protein C1B-like Protein 
TC034013,7554,7714,7940,7377,7976,7927,None
TC034014,18,10,16,19,10,4,None
TC005890,75,83,81,55,68,93,None
TC005889,1179,1280,1298,1420,1299,1285,Nitrogen permease regulator 2-like protein 
TC006264,350,433,357,385,367,405,None
TC005888,1122,1123,1136,1282,1111,1276,Zinc finger protein 711-like Protein 
TC005887,1179,1220,1269,1563,1452,1369,Protein charybde-like Protein 
TC006265,27,34,40,20,25,50,Brain protein I3-like Protein 
TC006266,2379,2201,2287,4416,4385,3954,Protein charybde-like Protein 
TC006267,0,0,0,0,3,0,None
TC005886,755,602,540,724,1105,529,Protein charybde-like Protein 
TC005885,18,15,17,32,18,31,None
TC005884,142,152,142,142,128,152,Heat shock 70 kDa protein cognate 1-like Protein 
TC034015,32,20,23,27,32,26,Serine protease 53-like Protein 
TC034825,1997,2251,2169,2357,2081,2322,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial "
TC005882,1439,1414,1533,1795,1719,1865,Protein KTI12 homolog-like Protein 
TC006270,192,208,173,244,205,212,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial-like Protein "
TC006271,9404,9468,9767,9967,10102,9608,"Succinate dehydrogenase  flavoprotein subunit, mitochondrial "
TC005881,40,37,25,45,36,36,None
TC005880,972,1051,920,955,985,1077,None
TC006272,0,0,0,0,0,0,Oxidoreductase-like domain-containing protein 1 
TC005879,5233,5112,5181,5864,4811,4709,Galactokinase-like Protein 
TC006273,260,277,256,298,264,296,None
TC005878,13,16,7,21,13,14,None
TC006274,184,244,247,240,248,299,Down syndrome cell adhesion molecule-like protein Dscam2 
TC005877,9379,9881,10394,10834,10314,10704,28 kDa heat-and acid-stable phosphoprotein-like Protein 
TC034016,937,930,923,1068,966,933,WW domain-containing oxidoreductase-like Protein 
TC034017,101,88,106,109,122,152,Glucose dehydrogenase -like Protein 
TC005873,359,363,348,383,409,392,None
TC034018,82,113,104,121,126,90,None
TC006275,13,19,21,18,19,17,Dipeptidase 
TC006276,2825,2989,2947,3342,3054,3131,Serine/threonine-protein kinase/endoribonuclease IRE2-like Protein 
TC034019,165,165,158,117,138,211,None
TC005870,329,304,269,234,281,330,Regulator of microtubule dynamics protein 1-like Protein 
TC006277,3520,3635,3690,3862,3528,3423,None
TC006278,3028,3056,3226,3562,3201,3275,Ribonuclease P protein subunit p20-like Protein 
TC006279,3086,3694,3415,3291,2662,3289,Female-specific feminizer isoform f 
TC005869,11710,11412,12610,12567,12445,13185,26S proteasome non-ATPase regulatory subunit 14-like Protein 
TC006280,31,37,45,51,46,56,COX assembly mitochondrial protein homolog-like Protein 
TC005868,398,445,435,461,401,467,tRNA-splicing endonuclease subunit Sen2-like Protein 
TC006281,7030,7067,6981,7272,7167,7202,V-type proton ATPase subunit H variant-2 
TC005867,3297,3549,3444,3736,3717,4092,GTP-binding protein 128up-like Protein 
TC034020,33,22,41,18,51,70,None
TC034021,1,3,1,5,0,2,Pro-resilin-like Protein 
TC034022,11,10,9,7,16,33,Putative U5 small nuclear ribonucleoprotein 200 kDa helicase-like Protein 
TC006282,5735,5509,5698,5770,5733,6365,Geminin-like Protein 
TC006283,18,13,21,16,23,18,None
TC006284,605,622,746,619,750,844,Gamma-glutamyltranspeptidase 1-like Protein 
TC005865,72,67,62,56,85,82,Putative inorganic phosphate cotransporter-like Protein 
TC006285,27021,30233,29129,22475,22003,20471,None
TC005864,10,12,15,12,18,21,None
TC005863,371,378,374,383,487,543,None
TC006286,2020,1981,1977,2970,2223,1991,UPF0554 protein C2orf43 homolog-like Protein 
TC006287,19423,19444,20769,25743,22937,24025,60S ribosomal protein L38-like Protein 
TC034023,3,2,5,4,4,6,None
TC005861,2188,2209,1999,2788,2064,2128,L-xylulose reductase-like Protein 
TC005860,1117,1081,1015,1395,1115,999,L-xylulose reductase-like Protein 
TC005859,682,678,740,609,658,702,Rap guanine nucleotide exchange factor-like Protein 
TC034024,12,5,7,2,9,15,None
TC005858,1945,1991,1911,2826,2292,2564,Sphingomyelin phosphodiesterase 
TC005857,40819,43331,44434,40272,43696,42095,Argonaute 1 
TC034025,2092,2090,2197,2402,2200,2444,"DNA-directed RNA polymerases I, II, and III subunit RPABC4-like Protein "
TC005855,3863,3942,3824,4107,4013,4755,ATP-dependent 6-phosphofructokinase 
TC005854,8177,8279,8363,8369,8407,7908,"alpha-1,2-Mannosidase "
TC005853,1428,1434,1400,1649,1538,1703,Alpha/beta hydrolase domain-containing protein 13-like Protein 
TC034826,472,464,515,560,497,561,Uncharacterized protein C3orf38-like protein 
TC005852,357,304,336,249,231,237,Dual oxidase maturation factor 1-like Protein 
TC034026,3583,3971,4030,3868,3700,3711,Zinc finger and BTB domain-containing protein 14-like Protein 
TC034027,1362,1429,1528,1571,1692,1691,None
TC006289,0,0,2,0,1,3,None
ENSRNA022721694,2,2,15,25,19,18,U2 spliceosomal RNA
TC006290,5099,5034,5016,4749,4338,4064,Flotillin-1-like Protein 
TC034028,91,77,70,44,67,30,Sulfhydryl oxidase 
TC034029,12,6,3,2,1,1,Sulfhydryl oxidase 
TC034030,4,2,1,4,2,0,Sulfhydryl oxidase 
TC006292,1,1,2,2,0,0,Sulfhydryl oxidase 1-like Protein 
TC005849,6,9,11,4,9,11,L-xylulose reductase-like Protein 
TC005848,3,2,1,2,1,8,L-xylulose reductase-like Protein 
TC034827,29,20,34,43,40,34,Dehydrogenase/reductase SDR family protein 7-like 
TC034828,0,0,0,0,0,0,None
TC006293,6,3,10,6,10,13,UPF0764 protein C16orf89 homolog-like Protein 
TC034032,7,8,8,2,10,15,UPF0764 protein C16orf89-like Protein 
TC006296,134905,116652,128663,105580,114784,99530,Actin-5C-like Protein 
TC006297,97,86,107,109,124,111,Actin-42A-like Protein 
TC005845,2220,2306,2393,2583,2713,2541,Cytosolic Fe-S cluster assembly factor NUBP2 homolog 
TC006298,58,69,60,60,68,71,Tetratricopeptide repeat protein 26-like Protein 
TC005844,8432,9298,10265,10341,12629,10873,Suppressor of cytokine signaling 2-like Protein 
TC005843,1,0,1,1,0,0,None
TC006299,129,138,170,84,127,164,Death-associated protein kinase dapk-1-like Protein 
TC005842,96,92,95,109,106,168,Sodium-and chloride-dependent GABA transporter ine-like Protein 
TC006301,10990,11582,11341,11868,12086,12397,DNA-directed RNA polymerase subunit beta 
TC005841,11259,10899,11735,12549,13528,14428,Cytochrome c-2-like Protein 
TC006302,20,27,25,14,18,23,None
TC034034,104,96,141,83,82,62,None
